"","Town","Bezirk","Region","PostOffice","Bahnbezirk","PostRevenues","PostRevenues_pc","Post_1900","TelegraphRevenues","TelegraphRevenues_pc","Telegraph_1900","MA_Pop_Out_1880","MA_Pop_In_1880","MA_Pop_Out_1900","MA_Pop_In_1900","MA_Post_Out_1880","MA_Post_In_1880","MA_Post_Out_1900","MA_Post_In_1900","PostBahn","RailStation","RailWeight","RailRevenues","CollectedNachnahme","PaidOutNachnahme","Nachnahme","EmpRatio82","IndexDisSim82","Y1880","Y1900","PopShare1880","City","Fringe","Border","StateTax","LocalTax","Agriculture","Participation","Zentrum","Socialist","Liberal","Catholics","DifCatholicsZentrum","InstallTime","InstallMonth"
"67","Eggenfelden","Eggenfelden","NB","E","Rm",12438.25,5.56023692445239,21938.68,1026.55,0.458895842646401,1309.25,11.9738092531135,7.36281207226139,18.5533029528588,8.42921846985311,2.23019040015514,1.63762409991137,4.96953626548701,2.88845384907391,1,1,-479.624497094323,0.0109798837729101,26011,3978,9849.35181046044,0.0999188123405242,0.206334936541136,2.237,2.561,0.064863140802598,0,0,0,4.80086899724534,2.30977195921961,0.783,0.416,0.836,0.01,0.154,0.997,0.161,52,221
"68","Eggmuehl","Mallersdorf","NB","E","Rg",1464.2,4.29384164222874,2442.34,150.55,0.441495601173021,312.7,15.4590855847163,1.29939213586531,23.6692278557253,1.36798175007521,3.68955189155176,0.260315612626643,7.99797698333683,0.43421611346985,1,1,-57.1554252199434,0.0723020527859237,11663,1544,29674.4868035191,0.0956227596304337,0.213128988376616,0.341,0.359,0.0172161357095976,0,0,0,4.5542221571784,2.76150056100298,0.75,0.528,0.788,0.012,0.2,0.995,0.207,14,259
"69","Eichstaett","Eichstaett","MF","V","I",31423.89,4.1960061423421,49070.58,1620.65,0.216404059286954,2700.95,16.1111593624162,26.1033564716869,25.5548961873578,26.8422951246443,3.53473231710613,3.67431293500531,8.00145004750483,5.73769405449843,1,1,856.628388302844,0.0140526104953932,26453,14918,1540.25904660168,0.15676325277073,0.277706157272468,7.489,7.701,1,1,0,0,4.77282821685173,3.58092749836708,0.668,0.739,0.625,0.008,0.332,0.657,0.032,53,220
"70","Eisenstein","Regen","NB","E","Rm",3057.23,3.35222587719298,6210.18,379.3,0.415899122807018,795.75,9.83878485440758,2.48142934189815,14.7534589976367,3.29768899383833,1.44671495174275,0.28674606338468,3.07432727952862,0.582469970499528,1,1,28099.5942982456,0.0169254385964912,254558,201274,58425.4385964912,0.113127767362081,0.338085937559736,0.912,1.212,0.0363795923251825,0,0,1,2.32647553486917,2.11737786991043,0.74,0.327,0.97,0.006,0.024,0.996,0.0259999999999999,4,269
"71","Eltmann","Hassfurt","UF","E","Z",7330.28,4.79416612164814,12874.66,334.9,0.219032047089601,790.85,14.1549852132235,4.939722797272,21.4517305727043,5.30155991518859,3.78778921623773,0.89241798160564,7.47111465504375,1.56741326266648,0,0,0,0,0,0,0,0.0935974431917957,0.252468827088392,1.529,1.641,0.0536999964879008,0,0,0,3.45447284345048,2.5649869300029,0.684,0.747,0.509,0.119,0.367,0.694,0.185,19,254
"72","Endorf","RosenheimAibling","OB","E","Rm",3703.4,3.50368968779565,7188.95,423.75,0.400898770104068,631.2,16.3518313099205,3.85733936192596,25.1063944901203,5.34991438465796,4.08754750883232,0.532519935051058,8.8449960500494,1.03371474512213,1,1,4842.03405865658,0.0255089877010407,25258,3776,20323.5572374645,0.127933305887196,0.234945878297186,1.057,1.466,0.0217579250720461,0,1,1,4.45669086618268,3.17601647967041,0.604,0.509,0.711,0.096,0.193,0.982,0.271,52,221
"74","Erbendorf","NeustadtWN","OP","E","Z",4660.85,3.28460183227625,7247.51,229.3,0.161592670894996,454.5,12.9075668407364,4.66831706081055,19.6298295030963,4.14851854382108,2.32160017393317,0.654242546037566,5.0834782961933,1.01733147276413,0,0,0,0,0,0,0,0.0987662829967606,0.243072801178481,1.419,1.261,0.0489006823351023,1,0,1,3.20027103854036,1.76429563032987,0.708,0.49,0.796,0.018,0.186,0.885,0.0890000000000001,36,237
"75","Erding","Erding","OB","E","m",14240.25,4.97562893081761,26280.17,1010,0.352900069881202,1819.05,17.7400148670412,10.1843029872944,31.9137634770525,12.0560511953017,5.98484714160113,1.95918481520411,16.7810007020862,3.61564649532015,1,1,-144.860237596087,0.0230534591194969,45590,8387,12998.9517819706,0.08819992680504,0.236383225393193,2.862,3.388,0.0748157055471323,0,0,0,5.33105196451204,3.71330798479087,0.744,0.517,0.987,0.005,0.005,0.997,0.01,62,211
"76","Ergoldsbach","Mallersdorf","NB","E","Rg",4304.32,3.20023791821561,8561.65,375.4,0.27910780669145,845.25,15.1037001452725,5.15786472025304,23.5505116201398,6.35050109794724,3.48598022896747,0.883478955871388,7.88061987399062,1.75731302564314,1,1,3119.3531598513,0.0278609665427509,7571,12167,-3417.10037174721,0.0956227596304337,0.213128988376616,1.345,1.656,0.0679052860099965,0,0,0,4.5542221571784,2.76150056100298,0.75,0.528,0.788,0.012,0.2,0.995,0.207,54,219
"77","Erlangen","Erlangen","MF","V","B",73190.46,4.92003630008067,181504.59,6069.4,0.407999462221027,10713.55,20.9403121016017,56.4069032635386,36.9665077836234,87.0333188093575,10.6886087952435,12.6047473472077,26.8033585762982,31.2584385903371,1,1,-2071.60459801022,0.0444015192255983,146969,74386,4879.20139822533,0.273662274805055,0.264963633503539,14.876,22.953,1,1,0,0,6.40737932777357,5.50252716704574,0.389,0.695,0.016,0.305,0.679,0.16,0.144,174,99
"78","Ettringen","Mindelheim","SC","N","Z",971.17,1.13058207217695,2307.04,0,0,171.35,14.8623130416652,3.06523945927857,23.7798438868198,3.40066729300638,4.0822013631617,0.171988599703762,9.63062843284646,0.408563463719604,0,0,0,0,0,0,0,0.089110950860204,0.245546096083106,0.859,0.953,0.029497613406133,0,0,0,5.28588880084522,1.81197173798204,0.702,0.682,0.691,0.039,0.269,0.971,0.28,29,244
"79","Feldafing","MuenchenLandI","OB","E","M",3724.12,6.87107011070111,7039.73,809.7,1.49391143911439,653.85,17.4204466776303,2.08162065029718,32.020398260146,2.42727721584468,6.942717469496,0.975218357169566,20.1339903423013,1.84346205963216,1,1,-2389.55719557196,0.0134040590405904,19835,3676,29813.6531365314,0.145233731163689,0.290542457633341,0.542,0.632,0.00758349540373018,0,1,0,5.00115640358485,3.14936003574338,0.163,0.612,0.291,0.523,0.018,0.886,0.595,154,119
"80","Feldkirchen","MuenchenLandI","OB","E","M",1244.41,3.04256723716381,4163.28,86.1,0.210513447432763,251,27.7630456583729,1.44443422263866,58.8770111881405,2.35206159481014,24.5168182776813,0.17667920850689,77.7610935928315,0.591095390741449,1,1,-5391.63814180929,0.0394376528117359,4737,3629,2709.04645476773,0.145233731163689,0.290542457633341,0.409,0.666,0.00572260077513957,0,1,0,5.00115640358485,3.14936003574338,0.163,0.612,0.291,0.523,0.018,0.886,0.595,101,172
"81","Feucht","NuernbergLand","MF","E","Rg",1312.36,1.51019562715765,3924.38,80.85,0.0930379746835443,298.75,23.3359775039323,3.48661017771678,42.3229057563316,4.39336955650159,13.4993474808696,0.29096037350101,35.7550568379133,0.870065432167921,1,1,-1769.39010356732,0.0253544303797468,5738,2333,3918.29689298044,0.125053610527979,0.263851294381066,0.869,1.095,0.0196158100268617,0,1,0,3.58647262066799,3.05536593026908,0.117,0.774,0.008,0.564,0.419,0.201,0.193,99,174
"82","Feuchtwangen","Feuchtwangen","MF","E","N",10256.99,3.78347104389524,14703.49,734.2,0.270822574695684,789.95,14.0866709032058,8.57056662037781,21.6056929274937,7.53994887111807,2.94298128936212,1.13300608860398,6.43265562969928,1.62417470366332,0,1,-794.419033566949,0.0198247879011435,9171,7521,608.631501291037,0.0726448474126493,0.207886210030144,2.711,2.385,0.0999189149343948,0,0,1,3.91956773735183,3.21392513928879,0.769,0.608,0.155,0.037,0.343,0.2,0.045,25,248
"83","Fichtelberg","BayreuthLand","OF","E","Z",2111.85,1.93039305301645,6496.64,261.45,0.238985374771481,636.55,13.9276354738041,3.80022181202589,20.6589843741742,4.01559087267086,3.07651089247365,0.351347948697195,6.28359248971317,1.08084434852103,0,0,0,0,0,0,0,0.0847348433473484,0.258985605373677,1.094,1.156,0.0370948053709481,0,1,0,2.70662998816074,2.30695034473153,0.452,0.693,0.004,0.078,0.918,0.122,0.118,27,246
"84","Fischach","AugsburgSchwabmuenchen","SC","E","Z",2786.09,4.14596726190476,6987.2,242.8,0.361309523809524,515.6,16.1743614437613,2.31515430824738,25.5119050280391,2.59421308647362,5.40358885857134,0.390403705267564,10.8171311360133,0.979088532475806,0,0,0,0,0,0,0,0.127218311343422,0.228660477683687,0.672,0.753,0.0141634700501623,0,1,0,4.07960821710971,2.03655580720785,0.268,0.773,0.498,0.218,0.284,0.805,0.307,10,263
"85","Forchheim","Forchheim","OF","E","B",19058.16,4.34720802919708,45438.15,1767.15,0.403090784671533,2701.05,17.7225930830041,16.2434707842649,28.8664810929951,28.1259550007653,5.77883115411603,3.26385408230089,13.3105182245784,7.78162694455815,1,1,-2353.74315693431,0.0462422445255474,50175,17229,7515.05474452555,0.0942689775952654,0.154550244438579,4.384,7.591,0.132375143426535,1,0,0,3.27837121983875,2.06298570888029,0.737,0.664,0.435,0.065,0.232,0.45,0.015,98,175
"87","Freilassing","Laufen","OB","E","rm",5376.11,5.65906315789474,14825.55,395.95,0.41678947368421,1482.74,9.06649607546964,2.35256538896258,14.4549331017847,4.17766085387355,1.72590654991102,0.438757124598205,4.20451302916979,1.20994839923047,1,1,-807.263157894737,0.0696821052631579,23492,17113,6714.73684210526,0.122575077666552,0.224673515597105,0.95,1.687,0.0327925440110459,0,0,1,4.2676810753642,1.98239568762581,0.644,0.526,0.89,0.013,0.097,0.992,0.102,50,223
"89","Freising","Freising","OB","E","Rg",39003.32,4.72595662183448,68926.8,2337.02,0.283172179813401,3629.4,17.6768796482261,29.0907740355903,31.5885919554613,34.3675084026421,5.64668904222459,4.90064535224995,15.6689285070157,8.66043716446348,0,1,-929.500787592391,0.0265326547921968,65473,28886,4433.1758148552,0.177853107344633,0.179358871394374,8.253,9.75,0.932542372881356,1,0,0,6.15035616438356,3.47232876712329,0.625,0.492,0.948,0.042,0.003,0.959,0.0110000000000001,147,126
"90","Freyung","Wolfstein","NB","E","Z",7516.95,9.649486521181,9573.26,184.65,0.237034659820282,932.75,9.21707709812833,2.11810313071487,13.7113606743684,2.64830866407739,1.38935713565762,0.861415711909283,3.0722020585533,1.09706151806154,0,0,0,0,0,0,0,0.0606262713842665,0.230180683643183,0.779,0.974,0.0259779237669657,0,0,1,2.8986025788159,1.98508067238237,0.72,0.457,0.765,0.029,0.206,0.987,0.222,26,247
"91","Friedberg","Friedberg","OB","E","I",6338.89,2.53758606885508,11967.36,379.2,0.151801441152922,437,23.1716916795158,8.95898354996843,37.0385779424231,10.7916659334888,21.4137090642266,1.01445819955279,37.0242335179397,1.91522277228349,1,1,-185.880704563651,0.00893274619695756,14288,2834,4585.26821457166,0.089539989330707,0.221804206346585,2.498,3.009,0.102507283844228,0,0,0,4.04979963428394,2.24378477220558,0.637,0.58,0.828,0.082,0.088,0.971,0.143,51,222
"92","Frontenhausen","Vilsbiburg","NB","E","Rm",4419.33,2.99209884901828,11838.67,198.15,0.134157075152336,744.9,13.4006370256124,5.17638656783441,20.7441780002437,5.74063723636612,2.73610143720228,0.638170587686412,6.02465812475112,1.70955574517529,1,1,-2846.78402166554,0.0217765741367637,21356,3908,11813.134732566,0.115234789999292,0.255954095774202,1.477,1.638,0.0523054040654437,0,0,0,5.17389655172414,2.05775862068965,0.665,0.622,0.8,0.026,0.174,0.988,0.188,32,241
"93","Fuerstenzell","PassauWegscheid","NB","E","Z",788.42,0.595483383685801,3686.38,0,0,249.6,10.7854649875666,3.98557848705561,15.9271552064786,4.45216811356137,2.42119355512136,0.115453709638859,5.48404618750691,0.539821727173963,0,0,0,0,0,0,0,0.0935147295884927,0.1894220982536,1.324,1.479,0.0234539689288055,0,1,1,3.74274140269133,1.74938280190549,0.72,0.457,0.765,0.029,0.206,0.987,0.222,54,219
"94","Fuerth","Fuerth","MF","Amt","N",271885.59,8.7527151273219,564118.63,34276.15,1.10343978366545,34084.6,28.9730829879306,123.279662380689,58.4993665094496,214.881178248721,34.380824397104,57.0441057018039,96.5353072637286,118.357294176851,0,1,-2054.10617132923,0.058164021504684,192225,392352,-6442.61661784116,0.32916975179474,0.253539977310138,31.063,54.144,1,1,0,0,19.3566483338725,16.4583629893238,0.389,0.695,0.016,0.305,0.679,0.16,0.144,245,28
"95","Fuessen","Fuessen","SC","E","Z",14136.76,5.4246968534152,30053.12,1092.5,0.419224865694551,3071.15,10.248199531383,6.88231641115533,16.6082328749499,10.1597356998137,1.85091811372438,1.16936042557937,4.70032765007887,2.48592528932994,0,0,0,0,0,0,0,0.144534721340612,0.233891237301336,2.606,3.847,0.165418306461851,0,0,1,4.55359608384586,2.19367390485754,0.702,0.682,0.691,0.039,0.269,0.971,0.28,66,207
"96","FurthWald","Cham","OP","E","Wn",11823.98,2.54992020703041,17203.84,1472.5,0.31755445331033,2614.1,10.6090400997181,13.1441987095649,16.0016203697416,15.2361587370954,1.57087688508286,1.11650936455428,3.38459616257927,1.6245163190646,0,1,-9451.70584429588,0.173218460211344,221963,603604,-82303.4289411257,0.0844652908067542,0.200291337148659,4.637,5.375,0.173996247654784,0,0,1,2.69548528605374,2.24426978614513,0.769,0.447,0.869,0.012,0,0.996,0.127,61,212
"97","Garmisch","Garmisch","OB","E","Z",12474.92,4.09685385878489,31837.8,515.75,0.169376026272578,4253.6,10.1622111048963,8.32844445962044,16.8839967273586,12.6362605594241,1.80545782402778,1.420650433251,5.32408473704342,3.62570536434371,0,0,0,0,0,0,0,0.139192352711666,0.336637212600661,3.045,4.62,0.297015216543114,0,0,1,5.34302607347097,2.44353978869826,0.684,0.517,0.744,0.033,0,0.986,0.242,114,159
"98","Gefrees","Muenchberg","OF","E","B",5712.19,3.66166025641026,6219.71,308.4,0.197692307692308,446,14.1465931159801,5.61106692905484,20.8909979880354,5.24059263822622,3.52149564418854,1.15135004159819,7.01064405566465,1.2536458638856,0,1,765.115384615385,0.00618397435897436,13289,2450,6948.07692307692,0.219740605775636,0.647242365920242,1.56,1.457,0.0611261314211826,0,0,0,2.68627828228413,2.17096352162537,0.321,0.723,0.001,0.201,0.802,0.04,0.039,35,238
"99","Geiselhoering","Mallersdorf","NB","E","Rg",5629.46,3.18228377614471,9900.97,432.35,0.2444036178632,562.8,13.947835264022,6.46261609484599,21.3133038183866,7.46726246346252,2.77302061530158,0.936923787812674,6.09989074814565,1.64784087912866,1,1,1159.85302430752,0.0219378179762578,10475,2893,4286.03730921425,0.0956227596304337,0.213128988376616,1.769,2.044,0.089311859443631,0,0,0,4.5542221571784,2.76150056100298,0.75,0.528,0.788,0.012,0.2,0.995,0.207,26,247
"100","Geisenfeld","Pfaffenhofen","OB","E","Z",8601.26,4.4496947749612,11936.26,781.45,0.404267977237455,975.25,16.7190964238007,6.8677566603189,27.0349621777762,6.5515485161035,3.98552645627491,1.0727444408793,9.2211475633412,1.48868381607927,0,0,0,0,0,0,0,0.0881943604017911,0.22317647628945,1.933,1.844,0.0584836015974828,0,0,0,4.42345856036708,2.91491253226269,0.625,0.492,0.948,0.042,0.003,0.959,0.0110000000000001,64,209
"101","Gemuenden","LohrGemuenden","UF","V","Wg",8803.98,4.13138432660723,14660.03,866.8,0.406757390896293,1796.55,11.0102109667628,5.70007760949337,16.081872473601,5.84986848050774,2.62977303690413,0.874037521190533,5.30241500445608,1.45541178896123,1,1,-11196.6400750821,0.0860084467386204,47093,73844,-12553.261379634,0.0904775280898876,0.178399393337614,2.131,2.187,0.0598595505617978,0,0,1,3.33095091032089,1.72340362951852,0.764,0.582,0.698,0.088,0.207,0.882,0.184,30,243
"102","Georgensgmuend","SchwabachLand","MF","E","N",3828.6,2.76233766233766,7833.64,649.05,0.468290043290043,669.37,18.4664402854109,5.32577295126173,30.1735763478536,6.0712274624773,5.57511893053323,0.730444601790042,13.6729317368111,1.49455154635286,1,1,-266.471861471861,0.0331269841269841,17273,8400,6401.8759018759,0.117206586921344,0.313934811789662,1.386,1.58,0.0439762667766602,0,1,0,2.89691914271797,2.09282148075986,0.597,0.654,0.002,0.078,0.839,0.138,0.136,28,245
"104","Gerolzhofen","Gerolzhofen","UF","E","Z",5595.15,2.51467415730337,11521.36,371.6,0.167011235955056,884.3,14.0741913256758,7.28400057172533,21.0140144864715,7.08103066815366,3.82463522192218,0.77723379284578,7.69123401758462,1.6004558111117,0,0,0,0,0,0,0,0.0810669456066946,0.23231771919752,2.225,2.163,0.0684531134629584,0,0,0,4.49053730693931,1.52925821187731,0.718,0.707,0.513,0.018,0.469,0.626,0.113,29,244
"106","Graefenberg","Forchheim","OF","E","Z",3209.38,2.88873087308731,6554.01,267.7,0.240954095409541,382.05,18.4918277463558,4.1647819616745,30.9657038669368,4.11979781807406,6.28113157338661,0.527706902095589,15.2568273546827,1.07765247910921,0,0,0,0,0,0,0,0.0942689775952654,0.154550244438579,1.111,1.099,0.0335467117579564,1,0,0,3.27837121983875,2.06298570888029,0.737,0.664,0.435,0.065,0.232,0.45,0.015,26,247
"107","Grafenau","Grafenau","NB","E","Z",6294.95,5.45489601386482,11797.62,434.75,0.376733102253033,1390.6,9.71722188139631,3.32220870494365,14.4705030069298,3.60721621082703,1.51286375566374,0.828564977332423,3.24629366390167,1.55284708343617,0,0,0,0,0,0,0,0.0762602083920022,0.241156793823306,1.154,1.253,0.0649957758377922,0,0,1,2.65594059405941,2.63734873487349,0.72,0.457,0.765,0.029,0.206,0.987,0.222,52,221
"108","Grafengehaig","Stadtsteinach","OF","E","Z",2927.46,4.4021954887218,1556.99,207.65,0.312255639097744,66.3,13.2415182284602,2.24458508038,19.7492231729337,1.86317438251091,3.13357612841154,0.489407449723782,6.44620147420765,0.260294762403391,0,0,0,0,0,0,0,0.159396932674812,0.461319706742644,0.665,0.552,0.0345723940733039,0,0,0,2.50369013347291,1.74833813137922,0.737,0.664,0.435,0.065,0.232,0.45,0.015,12,261
"109","Grafing","Ebersberg","OB","E","Rm",5100.65,5.78304988662132,11157.11,423.85,0.480555555555556,637.85,16.4733816943764,3.01239092349254,30.3070781964438,3.61691835371724,5.625531335285,0.681809180212233,16.2742369818068,1.49138247529976,1,1,5873.29931972789,0.0378197278911565,24936,13369,13114.5124716553,0.100282614641262,0.258581451880565,0.882,1.059,0.0402042118698149,0,0,0,4.32319660537482,3.39400636492221,0.604,0.509,0.711,0.096,0.193,0.982,0.271,49,224
"110","Grassau","TraunsteinLand","OB","E","Z",3080.19,2.49206310679612,3784.21,0,0,285.35,10.7436725517467,3.47699554754299,17.7946992742809,4.69506923046056,2.26014360450295,0.313253574818712,5.61575958182926,0.384852009247715,0,0,0,0,0,0,0,0.0933917031478007,0.295218535034417,1.236,1.669,0.0322076297686054,0,1,1,4.29568788501027,2.47501711156742,0.644,0.526,0.89,0.013,0.097,0.992,0.102,15,258
"111","Griesbach","Griesbach","NB","E","Rm",6740.3,5.6498742665549,9949.29,438.25,0.367351215423303,486.3,10.5078164196325,3.58411002869673,15.848769306345,3.74634132924126,1.78651391743148,0.871338805106149,4.05786594206669,1.28617457090256,0,1,0,0.00166219614417435,0,0,0,0.0952337136547663,0.221492573642519,1.193,1.247,0.0365906023800761,0,0,1,4.79606541692827,2.32594851556193,0.783,0.416,0.836,0.01,0.154,0.997,0.161,51,222
"112","Groenenbach","MemmingenLand","SC","E","K",3683.96,2.22461352657005,11657.85,196.5,0.118659420289855,616.7,11.6341080043002,4.90873557834114,18.0962778058455,5.40968745801484,2.91352214168906,0.491265283337205,7.05155301213941,1.55460346565995,1,1,890.495169082126,0.00968599033816425,5354,1972,2042.27053140097,0.0952031582992698,0.247968958944421,1.656,1.825,0.0578555706948957,0,1,1,6.09207610874688,2.50406218126824,0.64,0.615,0.65,0.038,0.312,0.829,0.179,18,255
"113","Gruenenbach","LindauLand","SC","N","Z",1022.5,1.57307692307692,2428.99,0,0,132.25,9.45823894488424,1.63367328533615,14.6388741375941,1.73923371300402,1.92370168433645,0.108899314426829,4.69352122179961,0.258694714669558,0,0,0,0,0,0,0,0.113131603536261,0.255051979451678,0.65,0.692,0.023359447998275,0,1,1,4.53083700440529,4.78646161107615,0.597,0.814,0.505,0.004,0.491,0.902,0.397,46,227
"115","Guenzburg","Guenzburg","SC","E","A",15278.99,3.8064250124564,29367.39,1220.7,0.304110612855007,1903.2,13.0997512173231,12.5242270012991,20.0805687950259,14.4275101280536,2.88011140661327,1.89843828925715,6.12969395728441,3.64894391786024,1,1,-289.509217737917,0.034130543099153,40893,17307,5875.93423019432,0.206776283009467,0.223199499355692,4.014,4.624,1,1,0,1,5.70296548371415,4.10549343704424,0.693,0.569,0.794,0.02,0.186,0.92,0.126,74,199
"116","Gunzenhausen","Gunzenhausen","MF","V","I",18530.18,4.93480159786951,32264.78,2185,0.581890812250333,2820.55,16.158512296157,13.1440469444688,25.5919416964982,15.7623550974548,3.8174293452481,2.40155159943746,8.76157323228896,4.18158560869337,1,1,-1310.66577896138,0.0540237017310253,22941,13002,2646.87083888149,0.0864309364652964,0.17998330904615,3.755,4.503,0.11729243455988,0,0,0,4.00896200356025,1.20489841016512,0.769,0.608,0.155,0.037,0.343,0.2,0.045,27,246
"117","Haag","Wasserburg","OB","E","Z",7019.16,6.79492739593417,11340.18,338.25,0.327444336882865,504.5,14.7426463243618,3.61399668860384,25.21917492938,4.39767070433207,3.86855986066746,1.04213765198746,10.2857261010211,1.68368131775244,0,0,0,0,0,0,0,0.0989640463132236,0.246266981666838,1.033,1.257,0.0314747105423522,0,0,0,5.43878791472707,3.05814332730453,0.744,0.517,0.987,0.005,0.005,0.997,0.01,26,247
"118","Hammelburg","Hammelburg","UF","E","Z",11326.07,3.75906737470959,20871.02,467.5,0.155160969133754,1093.9,11.086166218845,8.22895197267962,16.2951646500288,7.84385996200992,2.84608766814534,1.09782765775258,5.58888781646017,2.02301266030558,0,0,0,0,0,0,0,0.0817705854355069,0.230807664400921,3.013,2.872,0.143407900999524,0,0,0,3.94636855180476,2.12436066052901,0.764,0.582,0.698,0.088,0.207,0.882,0.184,49,224
"119","Hassfurt","Hassfurt","UF","E","B",13986.29,5.26592243975904,21603.1,818.3,0.308094879518072,1210.6,13.0492786683694,8.33893651587662,19.5645905837358,7.81775298363433,3.20856753474849,1.70221409865562,6.38189122807924,2.62922486196606,1,1,-217.5,0.0400018825301205,26672,9948,6296.68674698795,0.0935974431917957,0.252468827088392,2.656,2.49,0.0932813542654445,0,0,0,3.45447284345048,2.5649869300029,0.684,0.747,0.509,0.119,0.367,0.694,0.185,52,221
"122","Hauzenberg","PassauWegscheid","NB","E","Z",2292.84,2.63544827586207,4584.85,501.7,0.576666666666667,799.4,9.43575196241011,2.39348220437274,13.8900556613501,2.91069445083489,1.76163521764958,0.308989191135221,3.92397484048164,0.617866529272134,0,0,0,0,0,0,0,0.0935147295884927,0.1894220982536,0.87,1.058,0.0154115958973269,0,1,1,3.74274140269133,1.74938280190549,0.72,0.457,0.765,0.029,0.206,0.987,0.222,56,217
"123","Helmbrechts","Muenchberg","OF","E","Z",11549.44,3.96887972508591,25828.88,1004.25,0.345103092783505,2385.17,13.3555884563281,10.0003750046417,19.6620690219587,16.6810378943405,3.55156201135133,2.28155814769956,6.95740351240421,5.10241982381434,0,0,0,0,0,0,0,0.219740605775636,0.647242365920242,2.91,4.854,0.114023745151052,0,0,0,2.68627828228413,2.17096352162537,0.321,0.723,0.001,0.201,0.802,0.04,0.039,145,128
"124","Hengersberg","DeggendorfLand","NB","E","Z",6025.74,4.12721917808219,8866.13,713.75,0.488869863013699,657.1,11.5915482476765,4.7287743051739,17.1754288429294,4.63160770986211,2.469719147098,0.897140879163024,5.18484096242804,1.32003167461153,0,0,0,0,0,0,0,0.0820817803113352,0.215347710731605,1.46,1.43,0.0400131550098663,0,1,0,3.79912301810112,2.25467233496431,0.74,0.327,0.97,0.006,0.024,0.996,0.0259999999999999,30,243
"125","Herrieden","Feuchtwangen","MF","E","Z",3518.49,3.28217350746269,4068.19,159.8,0.149067164179104,222.25,16.1062465330895,3.60444617874936,24.9030868289028,3.14380333687561,4.55646483690115,0.448271517060085,9.89600179204787,0.518305779748889,0,0,0,0,0,0,0,0.0726448474126493,0.207886210030144,1.072,0.935,0.0395105410585287,0,0,1,3.91956773735183,3.21392513928879,0.769,0.608,0.155,0.037,0.343,0.2,0.045,15,258
"126","Herrsching","MuenchenLandI","OB","E","Z",1572.3,3.84425427872861,2759.76,0,0,254.5,16.8758456031028,1.48428128606576,30.3001233598931,1.62581422043389,5.74642840327094,0.279247517603718,16.0404087706154,0.490145728666309,0,0,0,0,0,0,0,0.145233731163689,0.290542457633341,0.409,0.448,0.00572260077513957,0,1,0,5.00115640358485,3.14936003574338,0.163,0.612,0.291,0.523,0.018,0.886,0.595,17,256
"127","Hersbruck","HersbruckLauf","MF","E","N",11555.39,3.03370700971384,20758.87,95.05,0.0249540561827251,951.21,17.933654541534,14.5010841045589,29.8213276807668,15.28914512048,5.48281545317177,2.08139356889849,13.3210998064434,3.73915363441648,0,1,-2537.23024415857,0.0361092150170648,31452,11429,5256.76030454187,0.10467574873538,0.192860810360035,3.809,4.016,0.101945775232182,0,0,0,3.74693492612386,3.4954154877921,0.389,0.695,0.016,0.305,0.679,0.16,0.144,75,198
"128","Herzogenaurach","Hoechstadt","OF","E","Z",1499.69,0.595115079365079,6685.07,0,0,395.4,21.7127800380139,9.54272007038834,37.467098049045,10.6901185550422,11.0116623157211,0.267360585577202,27.0224980600515,1.1917957910132,0,0,0,0,0,0,0,0.0872129545613178,0.246972011888029,2.52,2.823,0.0879458365324213,0,0,0,3.14417673503793,1.39965580219163,0.582,0.609,0.729,0.211,0.06,0.834,0.105,1,272
"129","Hilpoltstein","Hilpoltstein","MF","E","Z",4166.07,2.6468043202033,6740.93,306.7,0.194853875476493,516.4,18.0067131498054,5.84835358533162,29.6615824248111,5.40991284640587,5.12615127204008,0.634713851780816,12.7081226599313,1.02700186143892,0,0,0,0,0,0,0,0.0902590847913863,0.215208530912966,1.574,1.456,0.0662012113055182,0,0,0,4.05850012885491,2.50549780946654,0.668,0.739,0.625,0.008,0.332,0.657,0.032,7,266
"130","Hirschau","AmbergLand","OP","E","Z",2344.12,1.21456994818653,4406.23,256.55,0.132927461139896,286.85,14.6062827616565,6.48437840497102,22.6845707188014,6.05096658412063,3.08526033590401,0.290808196886931,6.59122393093033,0.54663063382809,0,0,0,0,0,0,0,0.0836712266474667,0.303631676172304,1.93,1.801,0.0731365341619614,0,1,0,3.25491632605846,1.55236369245007,0.67,0.5,0.743,0.023,0.101,0.807,0.0640000000000001,52,221
"132","Hof","Hof","OF","Amt","B",104734.44,4.61385198237886,218345.58,12464.15,0.549081497797357,22497.72,11.1279027151559,72.9196013432135,16.2499807840878,110.15035815237,2.04992890674446,20.6709944705428,4.6892198314824,43.0939457627067,0,1,-1649.13920704846,0.052585859030837,487298,653517,-7322.42290748899,0.261656427108635,0.341157221479866,22.7,34.29,1,1,0,1,6.64065237902682,5.64451633194051,0.321,0.723,0.001,0.201,0.802,0.04,0.039,190,83
"133","Hofheim","KoenigshofenHofheim","UF","E","Z",7073.7,7.46170886075949,10310.02,688.9,0.72668776371308,671.88,12.098548364295,2.81202930122119,18.0218051912517,2.78533282051339,2.73727185601633,0.764883525924363,5.39552934240936,1.11482879539006,0,0,0,0,0,0,0,0.0831843760344257,0.245150646093814,0.948,0.939,0.0313803376365442,0,0,1,5.1281217525393,1.56565317957829,0.732,0.568,0.63,0.006,0.331,0.788,0.158,7,266
