"","Town","County","BezirkNR","Bezirk","Y1840","Y1875","Y1880","Y1885","Y1890","Y1895","Y1900","Y1905","Y1910","Region","Longitude","Latitude","NNID","NameGNU","PostOffice","PostRevenues","PostBahn","Bahnbezirk","RankRailWeight","TotalRailWeight","SentRailWeight","RankRailRevenues","RailRevenues","CollectedNachnahme","PaidOutNachnahme","TelegraphRevenues","Post_1900","Telegraph_1900","Y1896","InstallTime","Install1896","Install1900","MainLines1896","MainLines1900","MainLines1905","Lines1896","Lines1900","Lines1905","Government1896","Government1900","Government1905","Public1896","Public1900","Public1905","Privat1896","Privat1900","Privat1905","Participants1896","Participants1900","Participants1905","Gov1896","Gov1900","Gov1905","Pub1896","Pub1900","Pub1905","Penetration1896","Penetration1900","Penetration1905","LocalCalls1896","LocalCalls1900","DistanceCalls1900","EmpRatio82","EmpRatio95","EmpRatio07","IndexDisSim82","IndexDisSim95","IndexDisSim07","PopShare1880","PopShare1896","PopShare1900","PopShare1905","City","Fringe","Border","StateTax","LocalTax","Agriculture","Catholics","Participation","Zentrum","Socialist","Liberal","DifCatholicsZentrum","PostRevenues_pc","TelegraphRevenues_pc","Nachnahme","RailStation","RailWeight","MA_Pop_Out_1880","MA_Pop_Out_1896","MA_Pop_Out_1900","MA_Pop_Out_1905","MA_Post_Out_1880","MA_Post_Out_1900","MA_Pop_In_1880","MA_Pop_In_1896","MA_Pop_In_1900","MA_Pop_In_1905","MA_Post_In_1880","MA_Post_In_1900"
"230","Oberaudorf","Rosenheim",73,"RosenheimAibling",0.7,0.791,0.78,0.828,0.906,0.94,1.002,1.079,1150,"OB",12.17222,47.64722,"DEBKGGND0000065U","Oberaudorf","E",4198.09,1,"Rm",304,4713.36,2920.32,351,0.0287858974358974,12624,6856,463.15,10105.35,1003.11,0.9524,63,0,1,0,16,24,0,22,33,0,4,3,0,2,3,0,16,27,0,16,24,0,0.181818181818182,0.0909090909090909,0,0.0909090909090909,0.0909090909090909,0,0.0159680638722555,0.0222428174235403,0,591,814,0.127933305887196,0.163214132000973,0.185793129698354,0.234945878297186,0.194368221297366,0.202242171222569,0.0160559901193907,0.0175901495162709,0.0196028563044116,0.0171123164271894,0,1,1,4.45669086618268,3.17601647967041,0.604,0.982,0.509,0.711,0.096,0.193,0.271,5.38216666666667,0.593782051282051,7394.87179487179,1,1445.23076923077,10.6009030037652,15.8593292748302,17.9606660469508,19.5049957669754,2.10847611187838,5.44603306012018,0.304100025482918,0.469093546276229,0.532439680119593,0.577029421091909,71.1378929454455,179.385369364483
"231","Oberguenzburg","MarktOberdorf",150,"MarktOberdorf",1.379,1.352,1.408,1.427,1.508,1.542,1.538,1.645,1696,"SC",10.41916,47.84583,"DEBKGGND000005YN","Obergünzburg","E",7267.59,0,"Z",0,0,0,0,0,0,0,846.25,14727.97,1163.65,1.5412,49,0,0,0,0,29,0,0,57,0,0,6,0,0,16,0,0,35,0,0,28,0,0,0.105263157894737,0,0,0.280701754385965,0,0,0.017629179331307,0,0,0,0.0863140060240964,0.10143976193602,0.138092568866111,0.196116501087667,0.126251336446178,0.172174881339847,0.0662650602409639,0.0674806354207693,0.0656059378065947,0.0658632286995516,0,0,0,4.31213208241354,2.27855960264901,0.702,0.971,0.682,0.691,0.039,0.269,0.28,5.161640625,0.601029829545455,0,0,0,12.2860526785442,17.322574632248,19.334750379183,21.022457911578,3.16466554037636,7.5342153252377,0.493057439386423,0.667409433288971,0.730019697069366,0.793786365896522,80.1174315984126,192.885412272173
"232","Oberkotzau","Hof",90,"HofLand",1.438,2.031,1.951,2.022,2.075,2.274,2.583,2.803,3112,"OF",11.93083,50.26416,"DEBKGGND00000XVQ","Oberkotzau","E",3080.19,1,"B",426,9721.81,3080.85,488,0.0320609943618657,13866,6185,502.2,16291.16,1281.1,2.3358,96,0,1,0,9,18,0,16,29,0,2,3,0,1,1,0,13,25,0,9,18,0,0.125,0.103448275862069,0,0.0625,0.0344827586206897,0,0.00348432055749129,0.0064216910453086,0,597,7036,0.144042387152421,0.227942993656809,0.202249304145039,0.472170280696553,0.475528721663415,0.390423789692851,0.0801330759436481,0.0936650465441964,0.10201824716616,0.10543143007598,0,1,1,2.93246367239102,2.17164795244386,0.321,0.04,0.723,0.001,0.201,0.802,0.039,1.57877498718606,0.257406458226551,3936.95540748334,1,-1824.76166068683,15.7405908303145,20.4299560120022,22.9745052231403,25.2934729566857,7.02914529119206,14.5323307016121,1.6360887981211,2.04178042845722,2.27920833333064,2.5170793342606,82.4573930907215,179.795596905228
"233","Obernburg","Obernburg",179,"Obernburg",1.766,1.684,1.676,1.669,1.643,1.671,1.735,1.768,1795,"UF",9.146944,49.84277,"DEBKGGND00000UBF","Obernburg a. Main","E",4064.48,1,"Wg",285,4188.33,1596.56,420,0.0169325775656325,12820,1509,240.7,8349.82,496.05,1.6838,72,0,1,0,9,1,0,18,55,0,2,8,0,8,25,0,8,22,0,9,22,0,0.111111111111111,0.145454545454545,0,0.444444444444444,0.454545454545455,0,0.00518731988472622,0.000565610859728507,0,942,537,0.0742543415621836,0.112184565444217,0.163453987292068,0.19741878583413,0.212715864374071,0.196959820781311,0.0652597149754692,0.0645747188623102,0.0653779486020047,0.0631113014921111,0,0,1,3.43766071846022,0.735019091404972,0.635,0.936,0.637,0.654,0.1,0.246,0.282,2.42510739856802,0.143615751789976,6748.80668257757,1,-593.800715990453,9.19155979751462,12.2328242837487,13.7146133017451,15.346531575994,2.20065074152584,4.71037546586837,0.324501141037252,0.413172754925425,0.457003079084516,0.547846322637178,59.8813135357784,132.770638949086
"234","Obernzell","Wegscheid",41,"PassauWegscheid",1.384,1.439,1.427,1.481,1.437,1.382,1.427,1.441,1416,"NB",13.63777,48.55444,"DEBKGGND00000U0W","Obernzell","E",3453.82,0,"Z",0,0,0,0,0,0,0,489.8,5681.11,786.2,1.391,51,0,0,0,0,8,0,0,16,0,0,2,0,0,3,0,0,11,0,0,8,0,0,0.125,0,0,0.1875,0,0,0.00555170020818876,0,0,0,0.0935147295884927,0.117205862021291,0.119464876339043,0.1894220982536,0.210254654934433,0.253297172074002,0.0252785601672247,0.0238835891054887,0.0243739965155604,0.0237119678794162,0,1,1,3.74274140269133,1.74938280190549,0.72,0.987,0.457,0.765,0.029,0.206,0.222,2.42033637000701,0.343237561317449,0,0,0,9.24613122260238,12.3790775752524,13.7143062155229,14.8641283881432,1.73004652803716,3.98538480028262,0.343483284953856,0.416529995383577,0.442435600028874,0.473454174404071,54.2316080176979,126.8739124704
"235","Oberstaufen","Sonthofen",156,"Sonthofen",1.715,1.91,1.885,1.851,1.832,1.906,2.039,2.18,2255,"SC",10.02222,47.55444,"DEBKGGND00000C88","Oberstaufen","E",5981.37,1,"K",437,9942.27,4724.15,491,0.0263405835543767,30288,8778,620.9,19368.44,960.1,1.9326,31,0,0,0,0,43,0,0,50,0,0,2,0,0,2,0,0,46,0,0,43,0,0,0.04,0,0,0.04,0,0,0.0197247706422018,0,0,0,0.161996842936069,0.227625963437162,0.251617131621691,0.195082505924845,0.195550302931357,0.16378004964611,0.0619902657195475,0.0607045034715587,0.0609275085161059,0.0621206508420483,0,0,1,4.81528535980149,3.98375516956162,0.597,0.902,0.814,0.505,0.004,0.491,0.397,3.17314058355438,0.329389920424403,11411.1405835544,1,-262.053050397879,8.95839201636371,12.4952386129841,13.9718064366337,15.1916900481172,1.73128287398111,4.12942009593924,0.273323640767733,0.358537602258211,0.392585918410389,0.424633832557665,58.3607236541535,140.46310128091
"236","Oberstdorf","Sonthofen",156,"Sonthofen",1.889,1.77,1.83,1.813,1.892,1.953,2.365,2.492,2797,"SC",10.2775,47.40944,"DEBKGGND00000S8S","Oberstdorf","E",3834.51,0,"Z",0,0,0,0,0,0,0,515.2,24068.68,2569.35,2.0354,50,0,0,0,0,32,0,0,46,0,0,2,0,0,10,0,0,34,0,0,32,0,0,0.0434782608695652,0,0,0.217391304347826,0,0,0.0128410914927769,0,0,0,0.161996842936069,0.227625963437162,0.251617131621691,0.195082505924845,0.195550302931357,0.16378004964611,0.0601815311760063,0.0622014141028091,0.0706687384210841,0.071011312797424,0,0,1,4.81528535980149,3.98375516956162,0.597,0.902,0.814,0.505,0.004,0.491,0.397,2.0953606557377,0.281530054644809,0,0,0,8.75625841442972,12.323558793462,13.8112177297952,15.0215368147197,1.78459030369229,4.08679598519686,0.267601471008002,0.355717329567708,0.392526846428292,0.425759150135094,57.4524322823997,137.971235192974
"237","Ochsenfurt","Ochsenfurt",180,"Ochsenfurt",2.172,2.445,2.582,2.585,2.647,2.811,3.002,3.333,3449,"UF",10.06222,49.66472,"DEBKGGND00000A8V","Ochsenfurt","E",8119.96,1,"Wg",518,23509.88,4948.2,561,0.0583791634391944,24566,7566,668.15,18180.58,1253.75,2.8492,97,0,1,0,16,47,0,22,71,0,2,3,0,1,9,0,19,59,0,16,47,0,0.0909090909090909,0.0422535211267606,0,0.0454545454545455,0.126760563380282,0,0.00532978014656895,0.0141014101410141,0,5408,9043,0.102070894112312,0.124392577004018,0.140330232045012,0.221801701657073,0.166655574272466,0.227778009568313,0.0975738795253571,0.107556916013009,0.115186862098074,0.122568308020446,0,0,1,6.42611683848797,2.81286750668194,0.718,0.626,0.707,0.513,0.018,0.469,0.113,3.14483346243222,0.258772269558482,6584.04337722696,1,-5272.45546088304,15.071978151334,20.0039882421862,22.4023116131255,24.3367269507079,5.88355902582573,11.8996539175588,0.836625699581961,1.05196999971408,1.14560197801139,1.22347541270373,99.9024510988354,216.721911708645
"239","Oettingen","Noerdlingen",155,"NoerdlingenLand",3.268,3.892,3.032,3.156,3.097,3.11,2.975,2.906,2906,"SC",10.60527,48.95527,"DEBKGGND00000SM1","Oettingen i. Bay.","E",14199.77,1,"A",403,8393.74,4285.07,507,0.0251428100263852,15776,11066,1209.5,19254.29,1131.35,3.083,48,0,0,0,0,1,0,0,34,0,0,1,0,0,23,0,0,10,0,0,9,0,0,0.0294117647058824,0,0,0.676470588235294,0,0,0.000344115622849277,0,0,0,0.0687865635025477,0.0726665606614724,0.0812242495585639,0.254716653259186,0.174338384079639,0.19792045606454,0.0953639051393345,0.0989028462394657,0.0966316951960243,0.0950232162710091,0,1,1,5.69479976461114,1.6108340818286,0.696,0.688,0.654,0.607,0.01,0.378,0.0809999999999999,4.68330145118734,0.398911609498681,1553.43007915567,1,58.1794195250658,14.8009455095618,20.2476719159366,22.9313068249907,24.9526670460766,3.23221617235879,6.98344498533181,0.525671706494089,0.682664639413698,0.764562825788316,0.826819058928533,94.0269575932225,214.632082684898
"240","Ortenburg","Vilshofen",48,"Vilshofen",1.092,1.112,1.116,1.096,1.071,1.056,1.129,1.122,1214,"NB",13.22527,48.54305,"DEBKGGND000002I4","Ortenburg","E",3542.43,0,"Z",0,0,0,0,0,0,0,482.15,6783.39,440,1.0706,19,0,0,0,0,10,0,0,15,0,0,2,0,0,3,0,0,10,0,0,10,0,0,0.133333333333333,0,0,0.2,0,0,0.0089126559714795,0,0,0,0.0899162286070906,0.105015783935461,0.120334338805867,0.266571533003846,0.168494857137801,0.208563557682526,0.0267876431194642,0.0246930901438092,0.026522270249953,0.0258352713624537,0,0,0,4.63236194152818,2.39906313262087,0.75,0.988,0.419,0.934,0.04,0.014,0.0539999999999999,3.17422043010753,0.432034050179211,0,0,0,10.9063241531804,14.6395859924276,16.214756803606,17.5831607431469,2.16352791937362,4.80418527051854,0.434258186212355,0.530719394862455,0.564761521708092,0.60688679611585,63.9518989470788,148.764727105281
"241","Osterhofen","Vilshofen",48,"Vilshofen",1.032,1.64,1.618,1.578,1.515,1.595,1.532,1.586,1657,"NB",13.0225,48.7,"DEBKGGND00000N1X","Osterhofen","E",9713.96,0,"Tg",397,8042.3,3362.7,478,0.0307836835599506,15917,4763,736,19029.64,865.75,1.5824,15,0,0,0,0,17,0,0,27,0,0,4,0,0,5,0,0,18,0,0,17,0,0,0.148148148148148,0,0,0.185185185185185,0,0,0.010718789407314,0,0,0,0.0899162286070906,0.105015783935461,0.120334338805867,0.266571533003846,0.168494857137801,0.208563557682526,0.0388372818703344,0.0372968549047118,0.0359894756624695,0.0365193764535218,0,0,0,4.63236194152818,2.39906313262087,0.75,0.988,0.419,0.934,0.04,0.014,0.0539999999999999,6.00368355995056,0.454882571075402,6893.69592088999,1,-813.906056860322,11.5039786904159,15.4637519321648,17.1907881521682,18.6694536910859,2.1600291015094,4.59412001409596,0.418156200100326,0.514246784809448,0.555156882380077,0.600324616830708,67.6533615608326,155.671963219848
"242","Ottobeuren","Memmingen",151,"MemmingenLand",1.656,1.513,1.579,1.748,1.799,1.903,2.059,2.194,2399,"SC",10.29611,47.94111,"DEBKGGND000009G0","Ottobeuren","E",4553.07,0,"Z",0,0,0,0,0,0,0,371.25,12563.77,584.82,1.9342,26,0,0,0,0,21,0,0,31,0,0,4,0,0,4,0,0,23,0,0,21,0,0,0.129032258064516,0,0,0.129032258064516,0,0,0.00957155879671832,0,0,0,0.0952031582992698,0.104134138890775,0.12213424910172,0.247968958944421,0.188637374735354,0.293371562101844,0.0551654264053384,0.0645916774149752,0.0684735616893914,0.069763744475182,0,1,1,6.09207610874688,2.50406218126824,0.64,0.829,0.615,0.65,0.038,0.312,0.179,2.88351488283724,0.235117162761241,0,0,0,12.3668860371389,17.2475563769792,19.2125044335436,20.8692884050747,3.23166189074131,7.91935046296117,0.535508158609131,0.703217227276857,0.764526662011134,0.826430052654394,79.4953378436261,191.058308683276
"243","Pappenheim","Weissenburg",25,"WeissenburgLand",1.994,1.781,1.731,1.791,1.748,1.626,1.677,1.772,1929,"MF",10.97444,48.93472,"DEBKGGND00000ODP","Pappenheim","E",6151.19,0,"I",375,7185.37,5476.58,418,0.0193212016175621,10194,4495,388.3,14372.46,1125.5,1.6362,52,0,0,0,0,46,0,0,76,0,0,3,0,0,4,0,0,69,0,0,46,0,0,0.0394736842105263,0,0,0.0526315789473684,0,0,0.0259593679458239,0,0,0,0.127336537727932,0.12913573127658,0.14892346598293,0.295153971161671,0.228657779314019,0.291828039835968,0.0660334172579538,0.0586030418799106,0.0607872988255763,0.0622387692739981,0,1,0,4.56898571951666,1.74782131087514,0.668,0.657,0.739,0.625,0.008,0.332,0.032,3.55354708261121,0.224321201617562,3292.31658001155,1,2176.65511265165,16.6342317580056,22.926256133491,25.9472608748978,28.2560247880868,4.35851640970435,9.26538596006447,0.75309035048162,0.987374763386472,1.09429269453077,1.1935278544614,104.417170584937,239.322301638573
"245","Passau","Passau",28,"Passau",10.211,14.752,15.365,15.583,16.633,17.516,18.003,18.735,20983,"NB",13.45694,48.57333,"DEBKGGND00000S7B","Passau","Amt",74947.42,0,"Rg",585,135633.77,98933.74,610,0.182171623820371,557045,2422307,10668.25,184186.33,16858.65,17.6134,129,1,1,61,138,318,88,202,497,12,29,74,2,4,19,74,169,404,60,129,312,0.136363636363636,0.143564356435644,0.148893360160966,0.0227272727272727,0.0198019801980198,0.0382293762575453,0.00346327228133126,0.00766538910181636,0.0169735788630905,105433,250786,3938,0.221542466644972,0.235898606987897,0.284440886042167,0.216734744040217,0.211721280478724,0.238913637271345,1,1,1,1,1,0,1,6.32092665083745,5.7671821857152,0.72,0.987,0.457,0.765,0.029,0.206,0.222,4.87780149690856,0.694321509925155,-121396.810933941,1,4050.35535307517,9.01681143477065,12.2319408652237,13.644127114156,14.8374892084024,1.26486566858045,2.77996154287718,0.263181580126692,0.326165100761955,0.352792162632107,0.382151277468748,53.2199082239604,123.459728136186
"246","Pegnitz","Pegnitz",96,"Pegnitz",1.443,2.281,1.774,1.673,1.651,1.83,2.158,2.309,2499,"OF",11.53833,49.75222,"DEBKGGND00000HQC","Pegnitz","E",5335.19,1,"N",369,6707.44,1914.5,442,0.0193077790304397,14806,2498,396.95,10870.39,779.65,1.8956,4,0,0,0,0,12,0,0,26,0,0,2,0,0,6,0,0,18,0,0,12,0,0,0.0769230769230769,0,0,0.230769230769231,0,0,0.00519705500216544,0,0,0,0.0652651396297458,0.0790027825825374,0.103525629042509,0.153895951810788,0.150534811771599,0.22312928281026,0.0618484816790433,0.068812514100925,0.0825018159574875,0.0863274385912439,0,0,0,3.19713961246362,2.25278586131024,0.737,0.45,0.664,0.435,0.065,0.232,0.015,3.00743517474634,0.223759864712514,6937.9932356257,1,-1622.57046223224,15.1626044406984,20.7471128063721,23.8209283495381,26.1365496405995,3.44741733816914,7.54962880330162,0.574581254490493,0.777634673190091,0.898209653747532,0.988158431704105,93.3589349385497,211.021695170473
"247","Penzberg","Weilheim",79,"Weilheim",0.413,1.795,2.267,2.554,3.542,3.893,4.784,5.205,5533,"OB",11.37611,47.75166,"DEBKGGND00000KH5","Penzberg","E",3718.22,1,"M",583,113420.32,109402.98,477,0.0218275253639171,15172,3832,310.1,12148.03,577.47,4.0712,48,0,0,0,0,34,0,0,47,0,0,2,0,0,9,0,0,36,0,0,34,0,0,0.0425531914893617,0,0,0.191489361702128,0,0,0.00653218059558117,0,0,0,0.146909785678684,0.169627795125803,0.165182776748002,0.348074250184175,0.354002643083017,0.303269776093801,0.0941601594949327,0.139729370805068,0.157669237360754,0.15816342034094,0,0,0,5.67373880245167,2.62281942479962,0.684,0.986,0.517,0.744,0.033,0,0.242,1.64014997794442,0.136788707543008,5002.20555800618,1,46486.8284075871,13.7030413674425,21.0963919795337,23.9574436300903,26.0117835745378,3.70426314808847,10.2685371944981,0.534080504566209,0.848613663599627,0.966366023500158,1.04998874621828,94.1908078234889,246.065708258202
"248","Pfaffenhofen","Pfaffenhofen",72,"Pfaffenhofen",1.905,2.756,2.982,3.456,3.444,3.596,3.822,4.148,4541,"OB",11.50361,48.52972,"DEBKGGND000002KA","Pfaffenhofen a.d. Ilm","E",13505.2,0,"I",407,8832.54,3251.93,515,0.0229805499664655,27875,8699,1189.5,21930.59,1226.5,3.6412,74,0,1,0,15,27,0,26,45,0,3,7,0,9,12,0,14,26,0,15,28,0,0.115384615384615,0.155555555555556,0,0.346153846153846,0.266666666666667,0,0.00392464678178964,0.00650916104146577,0,5484,14006,0.0881943604017911,0.0940877848444229,0.107639268906643,0.22317647628945,0.124619909733339,0.137468767017654,0.0902214692000484,0.102558252288737,0.110293481083889,0.113494582466893,0,0,0,4.42345856036708,2.91491253226269,0.625,0.959,0.492,0.948,0.042,0.003,0.0110000000000001,4.5289067739772,0.398893360160966,6430.58350100604,1,-780.912139503689,17.1821343625609,25.6724433835411,29.0239130464288,31.4758419275753,4.5894307677941,11.5226453952001,0.673456633273574,1.03926134289764,1.17111224581579,1.26539966667519,115.098507077709,283.818418244533
"249","Pfarrkirchen","Pfarrkirchen",42,"Pfarrkirchen",1.752,2.235,2.412,2.471,2.631,2.775,2.879,3.253,3518,"NB",12.93777,48.43194,"DEBKGGND00000D6R","Pfarrkirchen","E",11802.92,0,"Rm",269,3918.76,1526.63,456,0.0122910447761194,24685,2669,886.25,22112.18,1908.9,2.7958,52,0,0,0,0,26,0,0,51,0,0,7,0,0,8,0,0,36,0,0,25,0,0,0.137254901960784,0,0,0.156862745098039,0,0,0.00799262219489702,0,0,0,0.100284303456531,0.104267729267729,0.122112649849818,0.202466577216649,0.152245624331774,0.157054930356418,0.0721831512793656,0.0801282051282051,0.0804392165628231,0.0864676643364079,0,0,1,4.1196516026863,2.29200269802634,0.783,0.997,0.416,0.836,0.01,0.154,0.161,4.89341625207297,0.367433665008292,9127.69485903814,1,-358.830845771144,11.2391879944863,15.4266131049751,17.2094463557763,18.6872246806918,1.96891793668396,4.40312039408766,0.357445837546868,0.458715090024449,0.50055113904801,0.541298030916106,68.071196874869,159.858758971608
